data;pais;valor
29/05/2017;ESPANHA;R$ 735,03
04/09/2013;CHILE;R$ 40,62
12/07/2018;ESPANHA;R$ 908,11
14/08/2005;ARGENTINA;R$ 744,30
20/05/2010;CHILE;R$ 680,67
14/05/2010;ARGENTINA;R$ 346,75
27/08/2016;ARGENTINA;R$ 363,99
16/12/2016;ESPANHA;R$ 774,57
29/05/2020;BRASIL;R$ 795,53
03/10/2016;ARGENTINA;R$ 754,72
02/11/2014;BRASIL;R$ 121,41
23/12/2000;ESPANHA;R$ 635,38
19/01/2011;MÉXICO;R$ 373,78
05/12/2012;BRASIL;R$ 189,55
21/09/2019;ESPANHA;R$ 510,88
17/01/2008;CHILE;R$ 267,03
21/10/2007;ARGENTINA;R$ 554,07
17/06/2013;ARGENTINA;R$ 990,86
19/12/2016;MÉXICO;R$ 353,53
07/08/2019;ESPANHA;R$ 971,13
03/04/2010;CHILE;R$ 622,39
23/02/2000;BRASIL;R$ 229,54
28/11/2015;ARGENTINA;R$ 202,64
26/11/2009;CHILE;R$ 35,56
10/10/2011;CHILE;R$ 814,22
30/08/2015;MÉXICO;R$ 629,80
14/08/2007;BRASIL;R$ 737,73
31/07/2001;ESPANHA;R$ 596,38
04/06/2002;CHILE;R$ 571,12
23/12/2002;BRASIL;R$ 762,69
18/12/2016;CHILE;R$ 403,74
23/11/2017;ESPANHA;R$ 863,92
27/07/2010;CHILE;R$ 784,44
22/06/2017;BRASIL;R$ 88,08
01/05/2004;ARGENTINA;R$ 615,09
26/12/2016;CHILE;R$ 162,00
30/06/2002;CHILE;R$ 512,92
03/01/2011;CHILE;R$ 931,27
01/07/2007;CHILE;R$ 165,13
12/09/2000;ESPANHA;R$ 453,10
27/07/2005;MÉXICO;R$ 814,12
29/07/2008;CHILE;R$ 152,09
20/06/2014;BRASIL;R$ 991,26
29/08/2000;CHILE;R$ 106,88
20/06/2020;ARGENTINA;R$ 490,63
26/04/2011;ARGENTINA;R$ 734,30
20/01/2015;BRASIL;R$ 618,92
12/08/2003;CHILE;R$ 699,68
01/04/2012;MÉXICO;R$ 162,74
11/07/2008;MÉXICO;R$ 781,39
01/12/2010;MÉXICO;R$ 609,78
17/06/2002;MÉXICO;R$ 120,48
16/11/2001;CHILE;R$ 419,43
17/02/2004;ESPANHA;R$ 144,24
25/04/2005;ARGENTINA;R$ 118,67
04/01/2007;BRASIL;R$ 460,69
24/01/2000;MÉXICO;R$ 705,89
12/01/2006;MÉXICO;R$ 633,74
02/09/2015;CHILE;R$ 440,99
04/04/2008;BRASIL;R$ 799,41
01/05/2009;BRASIL;R$ 392,49
18/05/2006;CHILE;R$ 77,46
22/08/2013;ESPANHA;R$ 900,55
21/09/2011;CHILE;R$ 749,78
12/12/2004;ESPANHA;R$ 436,11
24/02/2008;MÉXICO;R$ 193,72
20/03/2009;ARGENTINA;R$ 988,51
05/10/2002;CHILE;R$ 641,47
14/03/2003;CHILE;R$ 246,78
19/04/2001;CHILE;R$ 722,23
15/09/2002;ESPANHA;R$ 733,44
25/06/2015;MÉXICO;R$ 789,88
18/01/2007;BRASIL;R$ 698,85
27/01/2015;ARGENTINA;R$ 401,74
18/03/2003;ARGENTINA;R$ 288,44
19/12/2015;CHILE;R$ 71,88
18/02/2003;BRASIL;R$ 582,21
20/07/2007;ESPANHA;R$ 137,64
25/01/2012;MÉXICO;R$ 87,81
24/06/2001;CHILE;R$ 569,59
19/08/2020;CHILE;R$ 475,73
01/05/2001;BRASIL;R$ 713,89
05/02/2004;CHILE;R$ 646,76
22/11/2007;ESPANHA;R$ 672,30
24/04/2011;MÉXICO;R$ 141,30
21/06/2008;BRASIL;R$ 498,82
05/05/2005;ESPANHA;R$ 855,51
16/02/2008;CHILE;R$ 368,05
04/06/2018;CHILE;R$ 827,73
22/09/2005;ESPANHA;R$ 774,54
24/08/2010;ESPANHA;R$ 279,79
02/07/2007;BRASIL;R$ 98,64
30/09/2011;CHILE;R$ 726,64
25/01/2013;MÉXICO;R$ 802,76
17/12/2003;BRASIL;R$ 944,95
26/06/2008;CHILE;R$ 540,26
29/06/2005;CHILE;R$ 543,67
24/04/2005;ARGENTINA;R$ 919,60
10/09/2018;BRASIL;R$ 154,89
06/01/2007;MÉXICO;R$ 712,15
04/04/2002;MÉXICO;R$ 158,60
24/09/2015;CHILE;R$ 374,96
15/07/2009;ESPANHA;R$ 615,54
13/11/2016;CHILE;R$ 548,38
21/12/2015;ARGENTINA;R$ 872,63
11/08/2003;ESPANHA;R$ 965,90
29/11/2017;MÉXICO;R$ 853,94
28/09/2011;ARGENTINA;R$ 415,88
16/05/2012;CHILE;R$ 198,45
30/12/2006;ARGENTINA;R$ 441,70
14/10/2018;BRASIL;R$ 248,79
05/09/2005;CHILE;R$ 256,60
11/06/2020;ARGENTINA;R$ 605,27
22/10/2000;CHILE;R$ 320,49
18/07/2008;MÉXICO;R$ 274,68
11/10/2013;MÉXICO;R$ 669,17
07/04/2011;BRASIL;R$ 268,47
16/01/2005;ARGENTINA;R$ 589,60
15/10/2005;ESPANHA;R$ 224,73
01/01/2012;CHILE;R$ 433,49
18/04/2002;ARGENTINA;R$ 852,17
18/09/2001;ARGENTINA;R$ 278,61
14/01/2001;ARGENTINA;R$ 906,75
05/10/2001;MÉXICO;R$ 513,11
01/10/2011;CHILE;R$ 425,07
01/02/2013;ARGENTINA;R$ 567,83
31/05/2017;ARGENTINA;R$ 609,11
19/03/2017;MÉXICO;R$ 77,38
10/03/2017;MÉXICO;R$ 904,93
03/04/2011;ARGENTINA;R$ 831,56
01/04/2001;CHILE;R$ 11,25
26/12/2005;ARGENTINA;R$ 953,93
25/10/2000;BRASIL;R$ 707,59
04/08/2019;CHILE;R$ 733,21
02/06/2017;BRASIL;R$ 913,72
07/05/2000;BRASIL;R$ 288,78
13/04/2001;ESPANHA;R$ 125,71
05/08/2014;CHILE;R$ 389,68
12/08/2003;CHILE;R$ 360,55
04/02/2019;ESPANHA;R$ 116,60
12/07/2014;MÉXICO;R$ 482,82
30/03/2006;ESPANHA;R$ 517,57
02/09/2002;MÉXICO;R$ 791,48
17/12/2017;ESPANHA;R$ 57,36
09/03/2006;BRASIL;R$ 658,97
30/06/2003;ESPANHA;R$ 144,06
15/01/2012;BRASIL;R$ 70,83
16/07/2019;MÉXICO;R$ 955,47
10/09/2017;BRASIL;R$ 804,72
02/12/2014;BRASIL;R$ 549,11
20/12/2009;MÉXICO;R$ 768,68
05/12/2014;CHILE;R$ 108,02
29/05/2009;MÉXICO;R$ 426,10
06/11/2008;BRASIL;R$ 796,05
02/08/2018;BRASIL;R$ 716,29
06/09/2009;CHILE;R$ 431,41
02/01/2013;BRASIL;R$ 657,53
10/06/2011;MÉXICO;R$ 636,08
11/06/2009;ESPANHA;R$ 820,61
04/09/2003;BRASIL;R$ 127,03
19/06/2001;CHILE;R$ 459,04
29/06/2020;CHILE;R$ 900,58
23/10/2013;CHILE;R$ 240,51
22/06/2013;ESPANHA;R$ 899,96
14/01/2001;BRASIL;R$ 413,40
11/04/2018;ARGENTINA;R$ 107,51
19/09/2010;BRASIL;R$ 669,96
14/03/2001;MÉXICO;R$ 538,77
13/04/2009;MÉXICO;R$ 132,93
26/04/2011;MÉXICO;R$ 410,43
19/01/2017;CHILE;R$ 566,34
10/03/2003;MÉXICO;R$ 451,03
15/02/2001;ARGENTINA;R$ 543,14
17/02/2015;BRASIL;R$ 492,53
25/05/2015;MÉXICO;R$ 795,81
04/08/2002;ESPANHA;R$ 483,94
30/09/2002;MÉXICO;R$ 476,34
29/07/2008;BRASIL;R$ 896,85
21/03/2014;ESPANHA;R$ 88,94
25/12/2018;CHILE;R$ 830,94
13/09/2017;ARGENTINA;R$ 479,91
05/09/2015;ARGENTINA;R$ 372,60
24/04/2019;BRASIL;R$ 778,79
18/09/2019;CHILE;R$ 742,43
05/03/2001;ARGENTINA;R$ 994,43
15/04/2012;BRASIL;R$ 310,52
23/10/2005;MÉXICO;R$ 2,49
08/08/2006;CHILE;R$ 459,64
12/08/2015;ARGENTINA;R$ 240,85
21/07/2020;ARGENTINA;R$ 533,30
27/05/2005;CHILE;R$ 647,64
01/09/2017;BRASIL;R$ 289,25
28/10/2019;ARGENTINA;R$ 139,19
16/03/2016;CHILE;R$ 934,60
20/09/2020;CHILE;R$ 980,04
26/11/2005;CHILE;R$ 398,31
28/10/2011;MÉXICO;R$ 108,58
05/10/2010;MÉXICO;R$ 268,88
15/08/2010;BRASIL;R$ 432,17
14/05/2004;MÉXICO;R$ 296,24
15/12/2008;ARGENTINA;R$ 131,33
22/02/2014;MÉXICO;R$ 849,12
19/11/2002;MÉXICO;R$ 986,30
12/09/2007;ESPANHA;R$ 733,78
20/01/2018;ESPANHA;R$ 398,35
18/03/2010;CHILE;R$ 379,41
04/02/2007;CHILE;R$ 811,56
17/03/2014;CHILE;R$ 784,96
31/10/2012;BRASIL;R$ 775,87
06/07/2004;CHILE;R$ 218,48
20/01/2003;CHILE;R$ 541,32
14/06/2016;MÉXICO;R$ 405,14
16/05/2010;ARGENTINA;R$ 110,11
23/12/2013;BRASIL;R$ 666,66
23/02/2001;CHILE;R$ 667,98
11/04/2010;ARGENTINA;R$ 996,21
26/02/2002;ARGENTINA;R$ 575,74
02/04/2000;BRASIL;R$ 556,90
31/12/2010;ESPANHA;R$ 581,61
21/11/2008;ARGENTINA;R$ 721,25
08/06/2013;ARGENTINA;R$ 252,23
22/08/2019;MÉXICO;R$ 469,71
13/04/2008;ARGENTINA;R$ 842,83
04/11/2018;BRASIL;R$ 660,44
02/07/2005;BRASIL;R$ 288,42
20/07/2000;ARGENTINA;R$ 823,14
18/09/2017;CHILE;R$ 116,05
08/06/2009;BRASIL;R$ 390,16
11/09/2020;ARGENTINA;R$ 5,60
18/11/2010;ARGENTINA;R$ 933,76
29/05/2015;ESPANHA;R$ 192,37
13/04/2005;ESPANHA;R$ 947,35
09/04/2009;ESPANHA;R$ 922,16
18/07/2007;MÉXICO;R$ 645,92
05/04/2005;MÉXICO;R$ 253,85
07/09/2018;ARGENTINA;R$ 37,41
15/10/2011;CHILE;R$ 21,19
13/08/2007;MÉXICO;R$ 88,04
21/10/2009;MÉXICO;R$ 852,75
16/03/2001;ESPANHA;R$ 196,47
27/09/2009;CHILE;R$ 825,32
12/05/2008;CHILE;R$ 610,28
19/06/2010;MÉXICO;R$ 431,61
15/08/2010;ESPANHA;R$ 643,78
26/05/2017;MÉXICO;R$ 30,86
16/03/2004;ESPANHA;R$ 897,33
10/08/2018;MÉXICO;R$ 269,71
06/02/2016;ARGENTINA;R$ 341,77
05/03/2019;ESPANHA;R$ 342,96
10/07/2007;MÉXICO;R$ 197,04
30/05/2006;CHILE;R$ 105,25
02/08/2020;MÉXICO;R$ 487,96
28/06/2018;ESPANHA;R$ 996,68
04/09/2006;MÉXICO;R$ 824,16
21/01/2001;MÉXICO;R$ 754,22
22/06/2017;CHILE;R$ 662,12
05/05/2000;ESPANHA;R$ 239,74
07/08/2002;BRASIL;R$ 598,81
01/03/2010;BRASIL;R$ 862,10
14/12/2004;BRASIL;R$ 176,26
09/06/2020;MÉXICO;R$ 904,79
03/04/2000;ESPANHA;R$ 419,51
02/09/2004;ESPANHA;R$ 625,10
02/01/2017;CHILE;R$ 882,84
17/11/2008;ARGENTINA;R$ 171,29
17/09/2007;CHILE;R$ 536,85
01/12/2005;BRASIL;R$ 114,45
19/07/2015;BRASIL;R$ 90,40
08/06/2003;ESPANHA;R$ 403,83
27/01/2014;MÉXICO;R$ 642,57
30/12/2004;MÉXICO;R$ 22,35
13/01/2000;ARGENTINA;R$ 2,79
23/06/2013;ESPANHA;R$ 86,85
20/01/2003;CHILE;R$ 459,52
17/03/2011;BRASIL;R$ 94,49
10/03/2014;MÉXICO;R$ 521,52
16/02/2019;ESPANHA;R$ 397,03
27/10/2017;ESPANHA;R$ 754,15
06/07/2004;ARGENTINA;R$ 303,85
15/06/2005;ARGENTINA;R$ 291,09
18/06/2015;ESPANHA;R$ 130,21
19/01/2000;CHILE;R$ 663,83
14/04/2013;CHILE;R$ 582,62
24/08/2013;MÉXICO;R$ 866,96
17/04/2000;ARGENTINA;R$ 838,33
17/11/2002;CHILE;R$ 183,62
10/11/2016;CHILE;R$ 837,57
06/04/2006;BRASIL;R$ 597,18
31/12/2010;ARGENTINA;R$ 333,65
12/01/2003;ESPANHA;R$ 562,37
17/05/2014;MÉXICO;R$ 434,32
03/04/2011;BRASIL;R$ 337,87
29/08/2010;BRASIL;R$ 368,56
18/12/2009;MÉXICO;R$ 570,49
23/09/2012;ESPANHA;R$ 951,49
07/01/2001;MÉXICO;R$ 772,76
17/10/2002;CHILE;R$ 984,06
08/03/2014;CHILE;R$ 240,85
11/03/2012;BRASIL;R$ 552,63
19/09/2013;ARGENTINA;R$ 169,19
30/05/2011;CHILE;R$ 460,68
24/11/2018;ARGENTINA;R$ 285,79
02/01/2016;ESPANHA;R$ 293,45
03/02/2011;CHILE;R$ 131,08
19/08/2017;MÉXICO;R$ 66,67
23/10/2003;CHILE;R$ 869,82
17/01/2012;ESPANHA;R$ 797,59
07/05/2016;BRASIL;R$ 8,17
10/01/2017;ESPANHA;R$ 502,31
16/04/2003;BRASIL;R$ 630,86
24/08/2009;BRASIL;R$ 220,01
23/12/2013;CHILE;R$ 194,64
02/05/2006;BRASIL;R$ 262,64
27/05/2001;MÉXICO;R$ 757,18
09/03/2015;BRASIL;R$ 859,97
03/10/2012;BRASIL;R$ 794,03
11/10/2004;ARGENTINA;R$ 351,70
13/07/2019;CHILE;R$ 32,94
15/11/2003;ARGENTINA;R$ 227,62
06/11/2005;ESPANHA;R$ 268,15
17/07/2016;ESPANHA;R$ 424,16
28/04/2006;MÉXICO;R$ 73,10
27/04/2001;MÉXICO;R$ 603,89
25/11/2000;BRASIL;R$ 167,59
13/05/2017;ARGENTINA;R$ 886,14
28/07/2004;BRASIL;R$ 847,65
25/12/2000;ESPANHA;R$ 806,57
01/02/2000;ESPANHA;R$ 514,59
08/08/2020;MÉXICO;R$ 931,71
06/11/2000;MÉXICO;R$ 6,51
16/01/2012;MÉXICO;R$ 68,65
31/10/2015;MÉXICO;R$ 178,31
06/05/2016;ARGENTINA;R$ 221,27
23/10/2012;MÉXICO;R$ 116,94
19/02/2003;MÉXICO;R$ 523,12
07/01/2007;ESPANHA;R$ 824,24
07/12/2005;MÉXICO;R$ 692,49
20/08/2002;CHILE;R$ 581,20
25/03/2012;ESPANHA;R$ 856,48
26/11/2005;ARGENTINA;R$ 579,41
29/12/2019;ARGENTINA;R$ 440,50
26/11/2006;ESPANHA;R$ 713,66
03/11/2001;ESPANHA;R$ 67,90
20/08/2003;MÉXICO;R$ 834,23
21/03/2000;ARGENTINA;R$ 753,44
23/08/2006;ESPANHA;R$ 317,57
15/01/2014;ARGENTINA;R$ 817,10
20/05/2012;BRASIL;R$ 973,93
10/02/2013;BRASIL;R$ 783,51
19/01/2003;MÉXICO;R$ 205,82
18/01/2005;BRASIL;R$ 115,71
06/01/2008;MÉXICO;R$ 610,32
26/02/2014;ARGENTINA;R$ 38,79
27/05/2005;CHILE;R$ 934,53
21/06/2016;CHILE;R$ 260,56
20/03/2011;ESPANHA;R$ 149,99
17/04/2009;CHILE;R$ 194,54
19/12/2015;ARGENTINA;R$ 439,38
12/12/2015;MÉXICO;R$ 702,21
13/05/2003;BRASIL;R$ 531,13
31/03/2016;ARGENTINA;R$ 911,59
28/09/2001;ARGENTINA;R$ 276,90
13/04/2002;CHILE;R$ 111,83
06/11/2012;MÉXICO;R$ 452,13
01/10/2007;CHILE;R$ 1,12
19/10/2018;ESPANHA;R$ 233,34
25/04/2019;ESPANHA;R$ 555,31
25/05/2008;MÉXICO;R$ 118,04
08/11/2011;ESPANHA;R$ 841,50
15/06/2002;MÉXICO;R$ 409,31
24/08/2010;MÉXICO;R$ 585,08
15/11/2019;ARGENTINA;R$ 735,84
27/02/2005;MÉXICO;R$ 975,54
08/12/2015;ESPANHA;R$ 894,29
16/11/2002;MÉXICO;R$ 592,97
09/01/2009;MÉXICO;R$ 700,48
05/10/2017;ESPANHA;R$ 923,90
28/06/2009;CHILE;R$ 150,49
25/05/2006;ESPANHA;R$ 101,93
26/11/2007;ARGENTINA;R$ 840,18
03/12/2006;MÉXICO;R$ 679,97
31/08/2019;CHILE;R$ 82,56
13/07/2009;BRASIL;R$ 597,88
04/05/2016;ARGENTINA;R$ 979,94
01/12/2014;ESPANHA;R$ 700,13
05/03/2011;ESPANHA;R$ 954,06
12/04/2001;MÉXICO;R$ 189,93
26/04/2000;ESPANHA;R$ 972,87
13/10/2012;CHILE;R$ 994,11
28/07/2010;ARGENTINA;R$ 468,50
25/11/2009;BRASIL;R$ 464,29
12/02/2015;CHILE;R$ 406,96
15/05/2011;BRASIL;R$ 536,65
25/03/2020;BRASIL;R$ 193,19
25/11/2010;BRASIL;R$ 957,16
01/07/2020;MÉXICO;R$ 72,88
19/05/2001;CHILE;R$ 738,98
12/02/2001;BRASIL;R$ 681,40
21/05/2016;ESPANHA;R$ 678,00
29/10/2014;BRASIL;R$ 102,76
24/07/2004;CHILE;R$ 802,74
24/07/2008;BRASIL;R$ 119,41
19/08/2010;BRASIL;R$ 365,71
09/02/2009;ARGENTINA;R$ 86,50
12/06/2009;CHILE;R$ 285,46
01/07/2014;ARGENTINA;R$ 607,25
17/03/2009;MÉXICO;R$ 528,16
15/12/2003;BRASIL;R$ 715,55
04/05/2002;CHILE;R$ 82,29
19/05/2016;ARGENTINA;R$ 101,79
28/01/2003;CHILE;R$ 632,48
06/07/2011;BRASIL;R$ 45,55
28/11/2005;CHILE;R$ 940,67
10/01/2019;ESPANHA;R$ 464,89
31/01/2000;ESPANHA;R$ 384,19
05/11/2013;ESPANHA;R$ 105,71
15/09/2013;CHILE;R$ 703,04
27/01/2002;CHILE;R$ 143,20
13/09/2002;ARGENTINA;R$ 544,72
13/01/2001;ARGENTINA;R$ 495,96
10/01/2019;BRASIL;R$ 335,60
01/10/2009;CHILE;R$ 971,42
30/05/2019;BRASIL;R$ 226,73
20/04/2004;BRASIL;R$ 804,38
09/02/2013;MÉXICO;R$ 846,03
16/10/2016;BRASIL;R$ 694,71
20/04/2019;ARGENTINA;R$ 593,50
20/03/2002;MÉXICO;R$ 438,45
25/02/2008;BRASIL;R$ 822,19
17/08/2013;ARGENTINA;R$ 693,76
07/08/2015;ARGENTINA;R$ 763,66
13/07/2019;MÉXICO;R$ 336,91
29/10/2017;ESPANHA;R$ 491,43
12/04/2020;ARGENTINA;R$ 338,22
23/05/2008;ARGENTINA;R$ 70,08
29/06/2012;MÉXICO;R$ 950,25
30/04/2011;CHILE;R$ 146,34
13/11/2009;ARGENTINA;R$ 767,34
20/01/2014;ESPANHA;R$ 373,36
03/05/2004;MÉXICO;R$ 373,21
11/10/2020;MÉXICO;R$ 878,11
23/08/2006;ARGENTINA;R$ 459,46
26/11/2011;ARGENTINA;R$ 191,17
11/07/2019;ARGENTINA;R$ 723,79
29/09/2006;CHILE;R$ 576,70
22/05/2009;MÉXICO;R$ 408,64
24/05/2015;MÉXICO;R$ 473,59
18/06/2005;CHILE;R$ 2,22
08/05/2019;ARGENTINA;R$ 575,24
11/06/2000;MÉXICO;R$ 261,25
19/01/2015;BRASIL;R$ 560,89
19/01/2016;ESPANHA;R$ 80,12
22/06/2007;ARGENTINA;R$ 308,00
14/05/2018;ARGENTINA;R$ 786,15
30/03/2004;BRASIL;R$ 116,06
21/08/2013;ESPANHA;R$ 855,93
08/08/2009;ARGENTINA;R$ 707,80
14/02/2010;CHILE;R$ 367,91
12/06/2018;BRASIL;R$ 954,80
15/01/2011;ARGENTINA;R$ 29,07
26/02/2000;MÉXICO;R$ 46,37
30/08/2014;ARGENTINA;R$ 349,02
30/11/2016;CHILE;R$ 662,19
01/12/2011;CHILE;R$ 473,55
16/04/2001;ESPANHA;R$ 348,74
26/02/2013;BRASIL;R$ 14,75
24/01/2002;CHILE;R$ 545,01
10/06/2006;ARGENTINA;R$ 390,02
04/03/2003;MÉXICO;R$ 200,22
23/02/2019;CHILE;R$ 917,05
27/11/2006;ESPANHA;R$ 662,21
12/04/2004;ESPANHA;R$ 7,04
21/09/2000;ARGENTINA;R$ 982,84
06/07/2004;ARGENTINA;R$ 654,93
25/06/2004;MÉXICO;R$ 441,24
27/11/2006;ESPANHA;R$ 792,50
10/03/2010;BRASIL;R$ 290,33
27/06/2000;ESPANHA;R$ 915,82
04/12/2000;MÉXICO;R$ 46,66
02/07/2004;ARGENTINA;R$ 893,62
01/01/2012;CHILE;R$ 958,62
04/01/2001;ESPANHA;R$ 84,04
09/10/2013;ARGENTINA;R$ 923,84
20/08/2012;MÉXICO;R$ 500,87
09/03/2014;CHILE;R$ 299,64
12/07/2000;ARGENTINA;R$ 172,07
21/05/2004;ESPANHA;R$ 103,73
27/04/2007;CHILE;R$ 872,95
27/04/2013;ESPANHA;R$ 16,28
15/05/2007;ARGENTINA;R$ 8,58
16/08/2004;ESPANHA;R$ 385,02
01/10/2019;BRASIL;R$ 24,56
03/05/2014;ARGENTINA;R$ 866,27
26/03/2007;MÉXICO;R$ 159,20
22/06/2005;ARGENTINA;R$ 688,30
16/02/2017;ESPANHA;R$ 801,24
19/10/2005;ESPANHA;R$ 500,42
27/10/2000;BRASIL;R$ 452,34
16/01/2003;MÉXICO;R$ 673,81
04/01/2013;MÉXICO;R$ 294,36
28/06/2017;BRASIL;R$ 303,64
15/02/2018;ARGENTINA;R$ 814,01
17/05/2011;MÉXICO;R$ 159,31
13/06/2007;ARGENTINA;R$ 966,21
20/08/2008;CHILE;R$ 121,30
22/12/2012;CHILE;R$ 668,24
20/06/2019;CHILE;R$ 33,50
07/01/2006;ARGENTINA;R$ 261,09
19/02/2017;BRASIL;R$ 99,11
14/07/2008;ARGENTINA;R$ 381,78
26/04/2005;ESPANHA;R$ 155,07
08/12/2019;ESPANHA;R$ 167,21
08/06/2016;ARGENTINA;R$ 93,12
21/07/2003;ESPANHA;R$ 569,62
28/04/2016;CHILE;R$ 399,23
25/12/2018;MÉXICO;R$ 878,08
06/08/2008;CHILE;R$ 128,82
15/04/2018;ARGENTINA;R$ 853,62
10/01/2020;ESPANHA;R$ 625,54
25/05/2008;ARGENTINA;R$ 260,66
11/07/2012;ESPANHA;R$ 964,27
21/06/2010;BRASIL;R$ 836,14
02/10/2002;ARGENTINA;R$ 21,69
08/11/2006;CHILE;R$ 8,24
27/03/2003;MÉXICO;R$ 985,27
04/06/2016;BRASIL;R$ 355,60
09/12/2009;ESPANHA;R$ 683,35
08/06/2000;MÉXICO;R$ 476,22
09/05/2004;ARGENTINA;R$ 986,26
27/12/2013;ESPANHA;R$ 347,35
24/06/2019;CHILE;R$ 924,23
01/06/2003;CHILE;R$ 698,74
03/10/2007;ARGENTINA;R$ 200,60
06/02/2015;ESPANHA;R$ 162,81
02/12/2018;ESPANHA;R$ 752,03
12/04/2007;ESPANHA;R$ 503,69
18/07/2009;ESPANHA;R$ 500,88
05/10/2005;CHILE;R$ 654,41
09/04/2009;CHILE;R$ 396,25
02/12/2010;CHILE;R$ 512,79
26/12/2015;CHILE;R$ 94,01
16/01/2015;BRASIL;R$ 75,53
19/01/2018;ESPANHA;R$ 652,25
25/05/2009;ARGENTINA;R$ 257,82
05/10/2012;CHILE;R$ 385,11
09/08/2009;ARGENTINA;R$ 4,84
28/03/2019;BRASIL;R$ 917,42
19/02/2018;ESPANHA;R$ 646,70
29/08/2016;ARGENTINA;R$ 732,41
17/05/2015;BRASIL;R$ 382,95
19/07/2004;MÉXICO;R$ 702,39
06/08/2008;CHILE;R$ 980,36
23/09/2008;BRASIL;R$ 846,45
02/07/2006;ARGENTINA;R$ 825,98
07/04/2017;BRASIL;R$ 319,74
07/01/2006;ESPANHA;R$ 481,25
25/05/2017;BRASIL;R$ 121,88
28/09/2003;ESPANHA;R$ 15,96
04/08/2007;MÉXICO;R$ 353,83
07/07/2009;BRASIL;R$ 331,62
29/05/2020;ARGENTINA;R$ 967,77
13/12/2018;CHILE;R$ 744,25
12/02/2004;MÉXICO;R$ 951,92
03/01/2014;ESPANHA;R$ 679,33
31/08/2013;ESPANHA;R$ 829,47
15/02/2016;ESPANHA;R$ 216,73
10/07/2016;BRASIL;R$ 38,65
03/11/2003;ARGENTINA;R$ 931,71
16/08/2003;ESPANHA;R$ 33,18
01/05/2019;CHILE;R$ 447,44
22/07/2005;ESPANHA;R$ 117,04
23/03/2002;BRASIL;R$ 521,31
29/04/2009;BRASIL;R$ 960,07
11/01/2001;ARGENTINA;R$ 609,40
24/10/2019;BRASIL;R$ 384,16
12/05/2013;ESPANHA;R$ 359,71
23/03/2007;ESPANHA;R$ 442,35
31/08/2008;ARGENTINA;R$ 18,32
18/02/2007;ARGENTINA;R$ 727,41
02/04/2015;CHILE;R$ 872,42
24/10/2005;ARGENTINA;R$ 26,00
22/03/2012;MÉXICO;R$ 299,94
16/04/2007;ESPANHA;R$ 509,94
12/02/2002;BRASIL;R$ 887,82
08/12/2013;ESPANHA;R$ 187,72
24/07/2007;ARGENTINA;R$ 460,34
30/04/2016;CHILE;R$ 194,81
04/05/2005;CHILE;R$ 169,09
17/11/2003;BRASIL;R$ 354,84
26/11/2010;MÉXICO;R$ 409,51
08/05/2010;BRASIL;R$ 515,09
07/01/2017;ARGENTINA;R$ 497,09
11/09/2000;MÉXICO;R$ 34,87
23/02/2011;MÉXICO;R$ 120,16
30/04/2004;MÉXICO;R$ 736,86
26/09/2013;ARGENTINA;R$ 211,79
12/09/2014;BRASIL;R$ 962,12
06/04/2012;ESPANHA;R$ 215,22
28/06/2002;BRASIL;R$ 884,31
05/03/2004;BRASIL;R$ 951,24
23/01/2019;CHILE;R$ 671,50
07/01/2008;ARGENTINA;R$ 511,11
30/01/2001;ESPANHA;R$ 186,80
20/10/2013;CHILE;R$ 532,95
02/11/2009;ESPANHA;R$ 10,93
05/11/2018;ARGENTINA;R$ 779,32
25/12/2016;ARGENTINA;R$ 851,55
07/11/2011;MÉXICO;R$ 249,57
07/07/2020;ARGENTINA;R$ 44,93
31/05/2018;BRASIL;R$ 940,63
20/09/2004;MÉXICO;R$ 921,59
15/06/2001;ESPANHA;R$ 703,51
07/07/2018;BRASIL;R$ 39,53
13/07/2016;ESPANHA;R$ 620,98
20/12/2003;MÉXICO;R$ 341,97
14/12/2010;CHILE;R$ 46,57
28/02/2004;ARGENTINA;R$ 353,07
23/01/2015;BRASIL;R$ 749,48
02/03/2014;BRASIL;R$ 437,79
27/07/2013;MÉXICO;R$ 344,25
09/11/2008;ESPANHA;R$ 589,31
07/08/2001;BRASIL;R$ 989,31
21/07/2016;CHILE;R$ 101,86
02/12/2014;MÉXICO;R$ 94,60
21/12/2013;CHILE;R$ 151,90
16/07/2015;ESPANHA;R$ 536,61
05/11/2011;CHILE;R$ 355,60
03/03/2018;MÉXICO;R$ 851,45
21/02/2016;CHILE;R$ 44,19
13/11/2019;ARGENTINA;R$ 486,29
07/09/2011;BRASIL;R$ 967,69
09/01/2017;BRASIL;R$ 816,44
26/11/2019;MÉXICO;R$ 504,92
15/06/2007;ARGENTINA;R$ 15,19
23/10/2011;ESPANHA;R$ 565,57
19/04/2019;ESPANHA;R$ 585,84
24/11/2012;ESPANHA;R$ 884,92
06/01/2002;CHILE;R$ 696,38
18/09/2014;ARGENTINA;R$ 458,71
29/06/2014;ESPANHA;R$ 399,80
02/09/2010;BRASIL;R$ 618,25
26/01/2012;MÉXICO;R$ 26,11
23/03/2016;MÉXICO;R$ 67,34
13/12/2005;MÉXICO;R$ 102,86
24/04/2016;ARGENTINA;R$ 891,81
06/01/2007;ESPANHA;R$ 704,89
18/12/2003;CHILE;R$ 221,31
18/08/2013;ESPANHA;R$ 946,12
